,store_name,cmt,time_cmt,category
10994,Cá Viên Chiên 176 - Đặng Văn Ngữ,"Ăn Vặt - Cá Viên Chiên
Càng ngày càng biến chất , càng ngày càng tệ hại. Bọn mình mặc đồ hs đi vào thì phục vụ ném lên bàn giấy order r quay lưng đi . Ở đâu cái kiểu ném lên bàn như vậy. Ngày trước sốt mayonnaise còn được để trên bàn mỗi bàn một chai, có thể bây giờ đắt đỏ nên khách nào xin thì cho. Hôm nay mình xin thì anh phục vụ gật đầu rồi im ru không thấy mang ra, bọn mình có nhìn theo. Một lúc sau mình gọi chị phục vụ khác xin sốt mayonnaise thì chị liếc nhìn cái đĩa đồ ăn bọn mình, bọn mình cũng nhìn theo nhưng ko thấy c lấy, c không hề lấy luôn nha . Chị đứng gần đó cũng ko lấy luôn? Lơ luôn. Không có sốt hay gì thì nhân viên cũng không biết nói gì chỉ im lặng và lơ đi . Chị đó cũng là người ném giấy order lúc nãy. Tiện mình xin phản ánh luôn, lần trước mình đi ăn với bạn thì thấy chiên hải sản sốt mayonnaise thì chị phục vụ làm rớt một cục. Thì bọn mình đã vô tình thấy chị đó nhặt lên và nhẹ nhàng bỏ vào đĩa của bọn mình lại như không có gì xảy ra <3 vì chảo chiên để ở ngoài nên có thể thấy rõ . Bọn mình cũng k muốn làm lớn đến hnay thì thật sự không nhịn được thêm . Đây là quán quen thuộc bọn mình hay ăn nhưng hôm nay quá thất vọng. Các bạn nên đi ăn ở chi nhánh khác tốt và lịch sự hơn nhiều. Giá cả phải chăng nhưng thái độ chẳng ra gì. Những gì mình kể là sự thật và chắc chắn sẽ không quay lại thêm lần nào nữa ^^
Xem thêm",1/12/2017 14:50,Lẩu Nướng
11254,Rove - Bánh Cá Nướng Taiyaki,"Béo thơm nhưng nhanh ngán
Bánh cá rất thơm mùi bơ, ăn vào là ngạt ngào cả khoang miệng nhưng khi ăn xong mình bị nhợn với nhức đầu, chắc do béo quá. Phô mai thì cho nguyên miếng phô mai con bò cười nên phần nhân chỉ tụm lại 1 chỗ thôi nếu được thì quán nên dàn ra sẽ ngon hơn. Bánh mặn ăn đỡ ngán hơn nha, mình order phần thập cẩm có đủ chà bông, pate, thịt nguội... trải dài từ đầu đến đuôi cá luôn, khá nhiều & ngon. Mình có ké miếng xoài lắc và yogurt dâu của chị đồng nghiệp. Xoài giòn, nước mắm thấm khá ngon. Yogurt nghe mùi sữa dâu hay siro dâu chứ không phải dâu tươi nhưng mà vị cũng được.",24/06/2017 15:53,
2487,"Yummy - Nui Xào Bò, Cơm Ba Rọi Ram Nước Mắm & Spaghetti","Yummy - Nui Xào Bò, Cơm Ba Rọi Ram Nước Mắm & Spaghetti
Cơm ngon ạ",30/9/2023 12:01,Bò
3883,Sentosa Food - Cháo Ếch Singapore - Phan Tây Hồ,"Không đạt tiêu chuẩn
Cháo thì loãng. Không có độ sệt mịn của cháo sing. Ếch kho cũng không được thấm. Thêm phần nước kho trong ếch cũng ko sệt theo tiêu chuẩn. Nói chung là nếu bán như này thì sẽ ko có ai ăn lại lần 2",22/10/2016 8:49,
6477,Hương Rừng Buffet,"Nhiều món. Sạch sẽ. Giá hợp lí
Mới ăn xong tức thì vs mẹ. 160k cho vé trưa thì phải
Không gian rất thoáng và sang. Wc thì bao sạch sẽ
Buffee nhiều món. Hải sản ăn tẹt ga lun mà hải sản cũng tươi nữa
Tráng miệng thì có kem, chè cũng ngon nhưng mấy món chè ăn thì có vẻ mau no :))
Trái cây thì có 3 loại thôi
Nhân viên thay thức ăn lẹ
Nói chung là oke
Gửi xe 5k mình đi xe số k bít tay ga thì sao @@
Xem thêm",10/10/2014 13:15,Buffet
15301,Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh,"Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh
Cùng 1 vài người bạn tới đây nhậu. Không gian quán rất đẹp ( karaoke cao cấp mà :D ) bên mình chơi tầm 1h30, gọi 1 tháp beer cùng 1 ~ 2 món mồi để nhâm nhi. Vị chi tầm 100k/người :""> thấy giá cũng ổn. 
Âm thanh cùng không gian thì khỏi nói. Đây là 1 trong những quán karaoke mà mình thất nhất. Tool chọn bài hát có nhiều trò vui ( vẽ hình, vỗ tay v.v..) rất thú vị :D Bỏ 100k đc 1 khoản thời gian vui vẻ cùng bạn bè thì điều gì phải tiếc nữa ^^ ( lo ăn chơi nên chụp hình hơi ít xíu :D )
 #Karaoke #Kingdom",23/06/2016 15:42,Lẩu Nướng
9932,Bánh Tráng Trộn Long,"Đũa Tre Kém Chất Lượng
Đũa tre kèm theo phần order của mình có mùi rất hăng, không nhãn mác, chứng tỏ xuất xứ không rõ nguồn gốc và đã bị tẩm hoá chất tẩy trắng vô cùng độc hại, gây nguy hiểm đến sức khoẻ người tiêu dùng. Nếu quán có tâm quán đã nhập đũa tre chất lượng hơn, vì vụ đũa tre tẩy trắng không phải chuyện xa lạ với tất cả mọi người, đã có đợt các báo phản ánh rất gay gắt về vấn nạn này. Quán nên xem lại đạo đức cá nhân cũng như đạo đức nghề nghiệp của bản thân, đồng thời tôn trọng sức khoẻ và mạng sống của người khác cũng như tôn trọng chính mình. Mình sẽ suy xét xem có nên tiếp tục ăn ở quán không, vì mình không nghĩ các nguyên liệu bánh tráng được chế biến sạch sẽ một khi tâm đức của người chủ quán đã như thế này. Chào!
Xem thêm",12/03/2020 12:41,Lẩu Nướng
15733,Victoria Cruis - Lady Hau,"Victoria Cruis - Lady Hau
Phong phú và rất chất lượng",12/10/2023 19:26,
1301,Chilli - Lẩu Nướng Tự Chọn,"Chilli - Lẩu Nướng Tự Chọn
Lâu lắm mình mới quay lại quán, thấy các em phục vụ đợt này nhiệt tình lễ phép nên rất có cảm tình, Vậy mà tới lúc tính tiền mình thất vọng ghê luôn. Trong menu mình thấy giảm giá shock crawfish 29k/lạng nên mình gọi nhiều ăn thử luôn, nhưng lúc tính tiền thì lại được cho hay rằng giá hôm nay là 59k/lạng và chương trình giảm giá đã kết thúc, trong khi menu KHÔNG HỀ ghi thời gian gì cả, vậy thì có trời mới biết, làm sao khách biết để đọc post facebook trước ở nhà chứ??? Lúc đó mình còn hoang mang phải chăng quán ghi giảm giá để dụ khách ăn rồi đến khi trả tiền thì lật mặt chỉ cần bảo hết thời gian là xong. Về nhà lên facebook liên hệ quán thì nhận được lời ngụy biện là do chương trình khuyến mãi đưa lên foody khó khăn, thấy không liên quan gì trường hợp của mình cả.
Xem thêm",16/11/2019 17:28,Lẩu Nướng
4270,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"Ổn
Với giá này chất lượng món ăn như vậy là ổn. Có điều quán hay dùng hộp xốp với muỗng nĩa nhựa mặc dù khách ăn tại quán. Mình cực kỳ không thích. Không có tinh thần bảo vệ môi trường gì hết trơn",10/3/2019 10:24,
1002,Osaka - Cơm Thố Nhật Bản,"Osaka - Cơm Thố Nhật Bản
Mình ăn từ hồi tháng 2 rồi giờ dịch nên ở nhà review nè huhu. Bạn mình dẫn mình tới chỗ này định ăn cơm cà ri, hôm đó mưa tầm tã đến thì đc báo hết cơm cà ri 😔 2 mình gọi 1 mì 1 cơm. Mì nước khá đậm đà, topping cũng khá đầy đặn nhưng mỗi tội ko nóng cho lắm, còn cơm thì mình ko thử nên cũng ko biết vị như nào 😂",25/8/2021 1:37,Cơm
12482,Quán Ụt Ụt - Barbecue & Beer - Võ Văn Kiệt,"Ụt Ụt Quán - Barbecue & Beer - Võ Văn Kiệt
Được bạn dẫn ăn lần đầu và ăn thêm rất nhiều lần nữa và chưa có ý định ngừng 😂

Món yêu thích của mình là Sườn nướng gỗ điều, mình
gọi 1/2 sườn thôi nhưng miếng sườn khá to ( ăn tầm 2-3ng), thịt sườn mềm, thơm thấm gia vị. Ăn cùng salad là hết sẩy nha.

Về phần nước thì mình hay gọi trà đá thạch sanh ( có thêm mật ong với chanh thì phải ), uống ngon lắm và đặc biệt còn được refill miễn phí 😀.

Nhân viên ở quán thì nhiệt tình, vui vẻ 👍
Xem thêm",28/11/2018 12:04,Lẩu Nướng
11557,Trái Cây Tô Alley Fruit Cocktail - Lý Tự Trọng,"Món ăn ở đây thật tuyệt
Đã đi ăn ở đây rất nhiều lần và rút ra kết luận rằng: trong những địa điểm bán trái cây tô, hay trái cây dĩa thì nơi này là ngon nhất, trái cây cũng chất lượng hơn những địa điểm khác, trái cây vừa tươi vừa ngon.",11/11/2015 22:19,
6942,Square One - Park Hyatt Saigon,"Square One - Park Hyatt Saigon
Throwback một ngày hè đẹp trời khi Sài Gòn còn chưa mưa gió. Thiệt sự ăn đồ Ý ở nhà hàng Square One của @parkhyattsaigon xong là không ăn được chỗ nào khác. Từ rổ bánh mì được serve khi đợi món cho đến tráng miệng làm từ aperol đều thực sự xuất sắc. Chiếc bánh pizza nướng củi nên phần đế giòn rụm, burrata thì thơm béo và mềm tan lun á. Không gian với phục vụ thì đỉnh khỏi bàn rồi, xứng đáng dịch vụ của khách sạn 5 sao luôn nè. Đi buổi sáng tha hồ chụp hình sống ảo nha.",19/07/2020 23:22,
15467,Food Connexion Buffet - Pullman Hotel,"Buffet ngon, xứng đáng giá tiền!
Mình có ghé Food Connecxion ăn trưa, lúc đó khách khá đông nhưng nhân viên fill đồ ăn đầy ắp, khách không phải chờ lâu. Ngoài các món buffet, mình còn được order thêm tôm và hàu nướng ăn thả ga. Ngoài ra, món tráng miệng cũng rất phong phú như chè các loại, kem, bánh ngọt, yogurt. 
Giá buffet trưa đâu chừng 600k/ người (luôn thuế phí), nhưng vì có thẻ Accor Plus nên được ăn 2 trả 1, tụi mình chỉ trả 600k thôi, tính ra mỗi đứa chừng 300 🤗",27/03/2018 22:52,Âu
15376,Maxim's - Nhà Hàng Sang Trọng,"Maxim's - Nhà Hàng Sang Trọng
Được 10/10, đáng thử ạk",3/11/2023 16:00,
7493,Kichi Kichi Lẩu Băng Chuyền - Lê Quý Đôn,"Phục vụ tốt
Hôm nay mình và bạn ghé kK LQĐ dùng lẩu. Tuy khá trễ nhưng chuyền luôn đầy đủ đồ ăn. Từ thịt cho đến hải sản đều tươi. Điều làm mình bất ngờ là nhân viên ở đây rất rất nhiệt tình và chu đáo với khách hàng. Quản lý và nhân viên take care khách hàng rất tốt luôn. Mình kêu rất nhiều món lên dùng thêm nhưng nhân viên không hề khó chịu. Điều đáng ngạc nhiên là nhân viên đem món ăn lên trang trí rất dễ thương. Mình sẽ còn ghé lại chi nhánh sử dụng. ❤️",2/03/2021 21:24,Buffet
5276,Hana BBQ & Hot Pot Buffet - Mạc Đĩnh Chi,"Hana BBQ & Hot Pot Buffet - Mạc Đĩnh Chi
Hồi cuối tháng 5 có đi ăn cùng nhóm bạn .
đồ ăn ở đây nói chung có vẻ ướp mặn hơn bên chi nhánh ĐBP nhưng mà cũng tạm ổn .
rau câu với flan ngon .
Vĩ đặt quá gần than nên mau khét -> nên đặt cao hơn .
bàn cảm thấy ko dc sạch sẽ cho lắm, còn hơi dơ dơ .
Nhưng cái mà làm chán và thất vọng nhất là thái độ phục vụ của nv và cả bảo vệ.

Nv phục vụ j mà mặt ko cười nổi 1 cái , nv thu ngân thì mặt chằm dằm khi khách hỏi về dịch vụ.
Còn bảo vệ tới hỏi chú ơi giữ xe ở đâu , thì ngồi gác chân hút thuốc phèo phèo đưa tay lên chỉ vòng lại ???? chỉ hỏi ng ta ko hiểu chửi khách ngu ????

Thiết nghĩ chi nhánh này cần coi lại thái độ phục vụ của nv , 1 nhà hàng to thế này mà dịch vụ ko dc hài lòng lắm .
Chắc chắn là sẽ ko bao giờ quay lại chi nhành này để ăn , nếu có thì chắc qua ĐBP.
Xem thêm",12/06/2017 10:40,Lẩu Nướng
11241,Rove - Bánh Cá Nướng Taiyaki,"Rove - Bánh Cá Nướng Taiyaki
Ăn quá trời rồi mà giờ mới review. Quán lúc nào cũng đông khách nên lần nào mua cũng bị chờ nhưng bù lại thì luôn được ăn bánh nóng. Mấy cô nướng bánh cũng dễ thương. Giá cả mềm so với chất lượng bánh. Tuy lần nào cũng bị chờ đợi nhưng được ăn ngon nên hôm nào rãnh là qua mua liền. He he",13/09/2017 23:40,Lẩu Nướng
4388,Bún Bò Hải Lệ,"Bún Bò Hải Lệ
Rất tuyêt,nước lèo đậm đà",30/9/2023 11:44,
6154,Buffet Liberty Central Saigon Riverside,"Rất ngon xứng với giá tiền
Hôm nay mình cùng gia đình đến đây dùng bữa vì có mua deal trên hotdeal nên giá còn 400k/ 1 người. Mình đến khoảng 18h30 tối vì còn hơi sớm nên hơi vắng khoảng nửa tiếng sau là full bàn. Không gian rất đẹp và sang trọng. Đồ ăn khá nhiều đặc biệt có sashimi cá hồi và cá chẽm rất tươi ăn thoải mái nhưng món này mau hết lắm nên nhanh tay chút. Tôm, cua luộc, rang me, rang muối, nướng. Hàu sữa sống ăn kèm với chanh và gừng. Các loại gỏi, vịt quay, heo quay. Có lẩu nữa nhưng là theo kiểu mỗi người 1 tô nhỏ như tô mì nhưng nước lẩu khá ngon. Dessert khá đa dạng có bánh ngọt, trái cây, kem. Đặc biệt ở đây chỉ free nước lọc không có nước ngọt ai uống phải kêu riêng giá khoảng 63k 1 lon pepsi luôn VAT và phí phục vụ. Nhân viên rất nice thấy mình ăn có chén dĩa dơ là bay lại dọn liền. Mình cảm thấy chất lượng xứng với giá tiền
Xem thêm",9/10/2018 23:23,Âu
8920,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"Ngon
Chỗ bán rộng rãi, xe để kế bên vừa ăn vừa tiện canh xe :))) bánh mì bơ nướng ăn điểm tuyệt đối luôn nha :))) bữa đi ăn mình bệnh nên thịt xiên nướng mình ăn k cảm nhận đc vị nên k đánh giá đc, giá cả rất rẻ đa số là học sinh sinh viên lại ăn. Lúc ra về mình thấy họ ngâm luôn cả xiên vào thùng nước sốt rồi gắp ra nướng luôn",9/02/2018 0:38,Lẩu Nướng
8922,Bánh Tráng Trộn Kim Ngân - Bánh Tráng Trộn - 86 Dã Tượng,"Bánh tráng Ngon quá sạch sẽ nào giờ không biết
Bánh tráng Ngon quá sạch sẽ nào giờ không biết, do quán mới sửa lại giờ bán rất thích hợp cho văn phòng buổi trưa…
Đóng gói kỹ vị ngon sạch sẽ nên thử combo đặc biệt và bánh tráng cuốn sốt chấm…",22/02/2023 12:05,Bánh Tráng
1544,Bún Đậu Homemade - Hồng Hà,"Đặt và tới ăn không biết bao nhiêu lần
Hộp đựng của quán nhìn chuyên nghiệp thật nhưng vì quá kín làm bí hơi làm đậu không còn giòn nữa, mọi thứ đều ngon và sạch, không có gì để chê",24/3/2019 20:10,
855,Gà Cơ Bắp - Chuyên Các Món Gà,"Gà Cơ Bắp - Chuyên Các Món Gà
Hồi ở Trần Văn Đang đi qua thấy lúc nào cg đông xếp hàng chờ, chưa kịp thử chuyển đi mất tiêu mà may chỗ mới cg gần, dễ tìm, có vẻ rộng rãi hơn chỗ cũ. Riêng tầng trệt là chỗ để xe vs WC lun sao đó. Trưa muộn đi k đông lắm nên ngồi cg thoải mái, mát mẻ. 

Tụi mình gọi mẹt 1/2 con, cũng nhiều đồ phết nè, xôi ngon, gà thì mình thấy cg bình thường, k ngon thần thánh như lời đồn lắm. Nêm nếm các món cứ na ná nhau tn đó. Thực ra thì mình thấy một chỗ khác bên Tú Xương, mắc hơn nhg có vẻ ngon hơn, giống gà lên mâm hơn 😁",25/5/2019 18:09,Cơm
10933,Cá Viên Chiên 176 - Đặng Văn Ngữ,"Ngon và rẻ
Cá viên chiên ở đây rất ngon và phong phú, có kèm cả dưa leo khi ăn, giá rẻ nữa. Đặc biệt là nước ngọt trong chai thủy tinh nên uống ngon hơn chai nhựa. Chiên cũng nhanh chậm tùy hôm nên có lúc đợi hơi lâu. Phục vụ thì khá nhanh chóng. Không gian không to lắm nên đi đông quá thì không có chỗ đâu. Gửi xe bên trường Tiểu học nhé.",19/12/2019 3:52,
5189,La Brasserie Restaurant - Hotel Nikko Saigon,"Nên xem xét trước khi đi
- Không gian hơi nhỏ, chắc do quá đông, người nhiều, cũng tương đối ồn. Phục vụ nhiều khi không kịp lắm
- Hào sống hơi tanh. Vang hơi dở (đối với mình). Sashimi cũng ok. Salad có nhiều lựa chọn. Quầy lựa chọn cũng nhiều. Đồ ngọt có nhiều lựa chọn, nhưng chất lượng tương đối
-Nhưng với giá 1tr3 ++ thì hơi cao so với chất lượng đồ ăn.",15/11/2019 10:06,
3764,Lẩu Bò Tí Chuột,"Lẩu nhiều loại thịt, nước đậm đà
Order 1 phần lẩu bò size vừa, thêm 1 phần rau và tàu hủ ky, total 230k và đang km được giảm 30%. Quán cho 2 bịch tương và 2 bịch chao để chấm nhưng không có bún hay mì để ăn kèm. Nếu muốn phải order thêm. Lẩu nhiều, thịt đa dạng nên ăn không ngán, như nạm, gầu, lá sách, bò viên, gân. Nêm nếm đậm đà, ai k quen sẽ thấy hơi mặn. 1 phần lẩu chỉ tầm 200k đủ 3-4 người ăn, giá k quá đắt, lần sau sẽ ủng hộ tiếp.",24/6/2018 13:15,Âu
